author	aid	normdate	birth	death	raw	hasbirth	hasdeath	hasdates	estimate	place-birth	place-death	country-birth	continent-birth	first-name	preposition-name	second-name	gender	viafid	vf_bi	vf_de	vf_bi_esti	vf_de_esti	birth_diff	death_diff	vf_cand_n	auname_viaf	redo	match_type	vf_validation
Fray Gaspar de San Diego	470g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Fray Gaspar	de	San Diego	M												medium
Fray Hernando Camargo y Salgado	239g	17	XVII	XVII	España. Siglo XVII Religioso de la Orden de San Antonio. Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Fray Hernando		Camargo y Salgado	M												medium
Fray Jerónimo Vélez	104g	17	XVII	XVII	España. Siglo XVII Poeta, religioso y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Fray Jerónimo		Vélez	M												medium
Fray Juan Félix Girón	139g	17	XVII	XVII	Sevilla. Siglo XVII Poeta y carmelita. Se graduó en la Universidad de Sevilla en 1653.	0	0	0	0	Sevilla		España	Europa	Fray Juan		Félix Girón	M												medium
Fray Juan de Toledo	197g	17	XVII	XVII	España. Siglo XVII Poeta y religioso, amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Fray Juan	de	Toledo	M												medium
Fray Nicolás Garcés	079g	17	XVII	XVII	España. Siglo XVII Poeta y de la Orden de San Agustín.	0	0	0	0	España		España	Europa	Fray Nicolás		Garcés	M												medium
Fray Pedro Gracián	475g	17	XVII	XVII	Belmonte (Cuenca). Siglo XVII Hermano de Baltasar Gracián. Poeta y religioso.	0	0	0	0	Belmonte (Cuenca)		España	Europa	Fray Pedro		Gracián	M												medium
Frigola y Picón, Matías	358g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Matías		Frigola y Picón	M												medium
Frías, Damasio de	457g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Damasio	de	Frías	M	63156422	active 16th century	active 16th century	False	False	100	100	6	Damasio Frias, active 16th century		exact	high
Fuensalida, Gaspar	356g	17	XVII	XVII	España. Siglo XVII Criado de su Majestad. Poeta.	0	0	0	0	España		España	Europa	Gaspar		Fuensalida	M												medium
Fuente y Pardo, Domingo	294g	17	XVII	XVII	España. Siglo XVII Poeta. Del insigne Colegio de Aragón de Alcalá.	0	0	0	0	España		España	Europa	Domingo		Fuente y Pardo	M												medium
Fuentes Manrique, Diego de	055g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Diego	de	Fuentes Manrique	M												medium
Fuentes y Pardo, Domingo	393g	17	XVII	XVII	España. Siglo XVII Poeta. Del Insigne Colegio de Aragón de Alcalá	0	0	0	0	España		España	Europa	Domingo		Fuentes y Pardo	M												medium
Fuser, Francisco Antonio	390g	17	XVII	XVII	Calatayud. Zaragoza. Siglo XVII. Poeta y canónigo.	0	0	0	0	Calatayud		España	Europa	Francisco Antonio		Fuser	M												medium
Félix, Feliciana	212g	17	XVII	XVII	España. Siglo XVII Poeta y amiga de Lope de Vega	0	0	0	0	España		España	Europa	Feliciana		Félix	F												medium
Gallegos, Manuel	189g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Manuel		Gallegos	M	59964901	1597	1665	False	False	3	65	10	Manuel Gallegos 1597 1665		exact	high
Galtero, Pedro Jerónimo	222g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Pedro Jerónimo		Galtero	M												medium
Garcés, Juan Antonio	242g	17	XVII	XVII	España. Aragón. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Juan Antonio		Garcés	M												medium
García de Arroyo, Francisco	404g	17	XVII	XVII	España. Siglo XVII Poeta. Oficial Mayor de la Imprenta del Reino.	0	0	0	0	España		España	Europa	Francisco		García de Arroyo	M	170176280	1643	1650	False	False	43	50	3	Francisco Garcia Arroyo, fl. 1643 1650		exact	high
García de Cárdenas	086g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	García de Cárdenas			M										1		medium
García de Londoño, Nicolás	387g	17	XVII	XVII	España. Siglo XVII Poeta. Religioso de los Padres Clérigos Menores y Cronista General de los Reinos de Castilla y León.	0	0	0	0	España		España	Europa	Nicolás		García de Londoño	M												medium
García de Porras	286g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	García de Porras			M												medium
García, Pedro	220g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Pedro		García	M	103213934	1960		False	False	360		10	Pedro Garcia, Francesc 1960 		exact	medium
Garte, Vicente	050g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Vicente		Garte	M												medium
Gevora, Bitris de	188g	17	XVII	XVII	España. Siglo XVII Poeta y amiga de Lope de Vega	0	0	0	0	España		España	Europa	Bitris	de	Gevora	M												medium
Gonzalo, Diego	063g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Diego		Gonzalo	M	309852424	1964		False	False	364		3	Diego Gonzalo Flores Garnica	1	contained	low
González de Bustos, Francisco	383g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Francisco		González de Bustos	M	230145856861222920172	fl. 1665	fl. 1665	False	False	65	65	4	Francisco Gonzalez Bustos, fl. 1665		exact	high
González de Mendoza y Andía, Bernardino	401g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Bernardino		González de Mendoza y Andía	M												medium
González de Salas, Jusepe Antonio	224g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Jusepe Antonio		González de Salas	M	15029901	1588	1651	False	False	12	51	6	Jusepe Antonio Gonzalez Salas, 1588 1651		exact	high
González de Villanueva, Jerónimo	147g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Jerónimo		González de Villanueva	M												medium
Gonzálvez de Andrada, Paulo	215g	17	XVII	XVII	Portugués afincado en España. Siglo XVII Seguidor de Luis de Góngora.	0	0	0	0	España		España	Europa	Paulo		Gonzálvez de Andrada	M												medium
Guardia y Belvis, Francisco	311g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Francisco		Guardia y Belvis	M												medium
Gudiel, Tomás	281g	17	XVII	XVII	España. Siglo XVII. Poeta citado por Gallardo.	0	0	0	0	España		España	Europa	Tomás		Gudiel	M												medium
Guevara y Arellano, Alonso	117g	17	XVII	XVII	España. Siglo XVII Poeta. Caballero del Hábito de Santiago.	0	0	0	0	España		España	Europa	Alonso		Guevara y Arellano	M												medium
Gutiérrez, Doctor	270g	17	XVII	XVII	España. Siglo XVII Marqués de Careaga, alcalde de los Guardias de Castilla y caballería de España.	0	0	0	0	España		España	Europa	Doctor		Gutiérrez	M												medium
Gómez de Figueredo, Diego	131g	17	XVII	XVII	España. Siglo XVII	0	0	0	0	España		España	Europa	Diego		Gómez de Figueredo	M												medium
Henríquez Gómez, Antonio	326g	17	1636	1660	Español. 1636 - 1660	1	1	1	0	Español		España	Europa	Antonio		Henríquez Gómez	M	4929501	1602	1661	False	False	34	1	3	Antonio Henriquez Gomez, ca. 1602 1661		exact	high
Herencia Pintado, Juan	107g	17	XVII	XVII	España. Siglo XVII Poeta y licenciado.	0	0	0	0	España		España	Europa	Juan		Herencia Pintado	M												medium
Herrera y Rojas, Sebastián	437g	17	XVII	XVII	España. Siglo XVII Poeta. Cura de la Iglesia del Salar de Loja, en el Reino de Granada	0	0	0	0	España		España	Europa	Sebastián		Herrera y Rojas	M												medium
Hinojedo Xarava, Juan de	463g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Juan	de	Hinojedo Xarava	M												medium
Hurtado de Mendoza, Lope	245g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Lope		Hurtado de Mendoza	M	66679977		1558	False	False		42	6	Lope Hurtado Mendoza, 1558		exact	high
Ibarra, Juan Antonio de	039g	17	XVII	XVII	España. Siglo XVII Poeta. Secretario y contador del Consulado y Lonja de Sevilla	0	0	0	0	España		España	Europa	Juan Antonio	de	Ibarra	M												medium
Ibáñez de Aoiz, Juan Lorenzo	160g	17	XVII	XVII	Zaragoza. Siglo XVII Poeta.	0	0	0	0	Zaragoza		España	Europa	Juan Lorenzo		Ibáñez de Aoiz	M												medium
Ibáñez, Juan Miguel	102g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Juan Miguel		Ibáñez	M												medium
Jiménez Cerdán, Beatriz	407g	17	XVII	XVII	Siglo XVII	0	0	0	0					Beatriz		Jiménez Cerdán	F												medium
Jiménez Sedeño, Francisco	173g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Francisco		Jiménez Sedeño	M												medium
Jiménez de Enciso, Diego	378g	17	XVII	XVII	Sevilla. 1585 - Siglo XVII Caballero en 1613. Lo celebraron Lope y Cervantes. Teniente Aguacil Mayor de Sevilla en 1625. Teniente de la Alcaldía del Castillo de Triana.	0	0	0	0	Sevilla		España	Europa	Diego		Jiménez de Enciso	M	57504793	1585	1634	False	False	15	34	9	Diego Jimenez Enciso 1585 1634		exact	high
Juñent y de Vergos, Francisco de	369g	17	XVII	XVII	España. Siglo XVII Poeta. Soneto acróstico para las exequias del Rey Carlos en 1644, durante el reinado de Felipe IV.	0	0	0	0	España		España	Europa	Francisco	de	Juñent y de Vergos	M	304734416	1662	1735	False	False	62	135	1	Francisco Junent y Vergos, marques Castellmaya, ca. 1662 1735		exact	high
Lainez, Pedro	076g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Pedro		Lainez	M	193853575	1550	1586	True	False	50	14	4	Pedro Lainez 1550? 1586	1	exact	high
Lariz Sarmiento, Sancho	424g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Sancho		Lariz Sarmiento	M												medium
Lauder, Licenciado	400g	17	XVII	XVII	Zaragoza. Siglo XVII	0	0	0	0	Zaragoza		España	Europa	Licenciado		Lauder	M												medium
Leal de Caravallo, Amador	101g	17	XVII	XVII	Portugal. Siglo XVII Poeta	0	0	0	0	Portugal		Portugal	Europa	Amador		Leal de Caravallo	M												medium
Litala, Jerónimo Matías	110g	17	XVII	XVII	España. Siglo XVII Hijo de Joseph de Litala y Castelvi A las Tres Musas que hoy saca a la luz mi padre para unirlas a las seis de don Francisco de Quevedo.	0	0	0	0	España		España	Europa	Jerónimo Matías		Litala	M												medium
López Román, Juan	441g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Juan		López Román	M												medium
López de Vega, Antonio	193g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Antonio		López de Vega	M	22239529	1586	1656	False	False	14	56	7	Antonio Lopez Vega, 1586 1656		exact	high
Maestra y Barragán, Luis de la	075g	17	XVII	XVII	España. Siglo XVII Poeta	0	0	0	0	España		España	Europa	Luis	de la	Maestra y Barragán	M												medium
Mancebo de Velasco, Pedro Jerónimo	161g	17	XVII	XVII	España. Siglo XVII Poeta. Pagador por Su Majestad del Alcázar de Madrid, y de sus Reales Obras y Bosques.	0	0	0	0	España		España	Europa	Pedro Jerónimo		Mancebo de Velasco	M												medium
Manuel, Francisco	280g	17	XVII	XVII	Portugal. Siglo XVII. Amigo de Quevedo. Floreció su obra en tiempos de Felipe IV.	0	0	0	0	Portugal		Portugal	Europa	Francisco		Manuel	M	89249818	1608	1666	False	False	8	66	10	Francisco Manuel Melo		contained	high
Marquius de Careaga, Guterius	144g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Guterius		Marquius de Careaga	M												medium
Martín del Barrio, juan	283g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	juan		Martín del Barrio	M	172029142	1672	1696	False	False	72	96	2	Juan Martin del Barrio, fl. 1672 1696		exact	high
Martínez de Meneses, Antonio	106g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Antonio		Martínez de Meneses	M	100228750	1608	1661	True	False	8	61	10	Antonio Martinez Meneses, 1608? 1661		exact	high
Martínez, Antonio	351g	17	XVII	XVII	España. Siglo XVII Poeta. Preceptor de las Nuevas Artes.	0	0	0	0	España		España	Europa	Antonio		Martínez	M	122217220	1551	1608	False	False	49	8	10	Antonio Martinez Del Rio		contained	high
Matos Fragoso, Juan	090g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Juan		Matos Fragoso	M	100201902	1608	1688	False	False	8	88	4	Juan Matos Fragoso 1608 1688	1	exact	high
Matos, Gregorio de	308g	17	1633	1696	Brasil. 1633 - 1696	1	1	1	0	Brasil		Brasil	América	Gregorio	de	Matos	M	122323020	1633	1696	False	False	0	0	8	Gregorio Matos, 1633 1696		exact	high
Mayor y Descals, Pedro	022g	17	XVII	XVII	Valencia. Siglo XVII Poeta. Catedrático de Decreto en la Universidad de Valencia.	0	0	0	0	Valencia		España	Europa	Pedro		Mayor y Descals	M												medium
Medina y Fonseca, Antonio de	425g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Antonio	de	Medina y Fonseca	M												medium
Medrano, Aurelia Antonia de	240g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Aurelia Antonia	de	Medrano	F												medium
Medrano, Joseph de	170g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Joseph	de	Medrano	M												medium
MejÍa, Diego	057g	17	XVII	XVII	Sevilla. Siglo XVII Poeta.	0	0	0	0	Sevilla		España	Europa	Diego		MejÍa	M	107441213	1975		False	False	375		6	Diego Mejia Eguiluz	1	contained	low
Melo, Francisco Manuel de	227g	17	1608	1666	Español. 1608 - 1666	1	1	1	0	Español		España	Europa	Francisco Manuel	de	Melo	M	89249818	1608	1666	False	False	0	0	7	Francisco Manuel Melo, 1608 1666		exact	high
Meléndez de Azellana, Pedro	272g	17	XVII	XVII	España. Siglo XVII Poeta y criado de la Reina Nuestra Señora.	0	0	0	0	España		España	Europa	Pedro		Meléndez de Azellana	M												medium
Mendoza de Barros	083g	17	XVII	XVII	España. Siglo XVII Poeta. Militar residente en Antequera.	0	0	0	0	España		España	Europa	Mendoza de Barros			M												medium
Mendoza, Ángela de	303g	17	XVII	XVII	Granada. Siglo XVII Poeta.	0	0	0	0	Granada		España	Europa	Ángela	de	Mendoza	F												medium
Mergelina, Alonso de	007g	17	XVII	XVII	Cartagena (Murcia). Siglo XVII Alcalde Mayor de la ciudad de Cartagena. Poeta y amigo de Lope de Vega.	0	0	0	0	Cartagena (Murcia)		España	Europa	Alonso	de	Mergelina	M												medium
Mesa, Juan Bautista de	330g	17	XVII	XVII	Antequera (Málaga). Siglo XVII Residía en Sevilla. Testigo de su boda con Ana de Guzmán, fue el poeta Juan de Arguijo.	0	0	0	0	Antequera (Málaga)		España	Europa	Juan Bautista	de	Mesa	M												medium
Mesía de Tovar, Pedro	219g	17	XVII	XVII	España. Siglo XVII Vizconde del Tovar. Amigo de Lope de Vega	0	0	0	0	España		España	Europa	Pedro		Mesía de Tovar	M												medium
Mingot, Francisco	142g	17	XVII	XVII	España. Siglo XVII Poeta y doctor.	0	0	0	0	España		España	Europa	Francisco		Mingot	M												medium
Miralles, Joseph	371g	17	XVII	XVII	España. Siglo XVII Poeta y rector de Monforte y Agoste.	0	0	0	0	España		España	Europa	Joseph		Miralles	M	48581228								Joseph Miralles			high
Mola y Córdoba, Manuel de	078g	17	XVII	XVII	España. Siglo XVII Poeta. Catedrático del Sexto de Cánones de la Universidad de Alcalá.	0	0	0	0	España		España	Europa	Manuel	de	Mola y Córdoba	M												medium
Moncayo, Juan de	026g	17	1600	1656	Zaragoza. 1600 - 1656 Marqués de Sanfelices. Poeta y caballero de la Orden de Santiago.	1	1	1	0	Zaragoza		España	Europa	Juan	de	Moncayo	M	91527798	1614		True	False	14		10	Juan Moncayo, 1614? 	1	exact	high
Montez Freyre, Manuel	370g	17	XVII	XVII	Siglo XVII. Portugal. Poeta.	0	0	0	0	Portugal		Portugal	Europa	Manuel		Montez Freyre	M												medium
Morales, Pedro de	115g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Pedro	de	Morales	M	64349563	1537	1614	False	False	63	14	7	Pedro Morales 1537 1614		exact	high
Moreto y Cavana, Agustín	320g	17	1618	1669	Madrid. 1618 - Toledo. 1669 Estudió Leyes. Dramaturgo.	1	1	1	0	Madrid	Toledo	España	Europa	Agustín		Moreto y Cavana	M	2464954	1618	1669	False	False	0	0	3	Agustin Moreto y Cavana, 1618 1669		exact	high
Moscoso Osorio, Fernando de	459g	17	XVII	XVII	España. Siglo XVII Poeta. Catedrático de Primas de Cánones de la Universidad de Alcalá.	0	0	0	0	España		España	Europa	Fernando	de	Moscoso Osorio	M												medium
Mójica, Diego de	436g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Diego	de	Mójica	M												medium
Navarra y Cárcamo, Alonso de	014g	17	XVII	XVII	España. Siglo XVII Hijo del Marqués de Cortes y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Alonso	de	Navarra y Cárcamo	M												medium
Nevares, Antonia de	314g	17	XVII	XVII	Siglo XVII Hermana de Marta de Nevares, la última amante de Lope de Vega.	0	0	0	0					Antonia	de	Nevares	F												medium
Nieto de Aragón, María	322g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	María		Nieto de Aragón	F												medium
Noroña de Andrade, Pedro de	171g	17	XVII	XVII	Portugal. Siglo XVII. Poeta.	0	0	0	0	Portugal		Portugal	Europa	Pedro	de	Noroña de Andrade	M												medium
Núñez de Bracamonte, Jerónimo	126g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Jerónimo		Núñez de Bracamonte	M												medium
Núñez de León, Jerónimo	074g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Jerónimo		Núñez de León	M												medium
Olaegui, Francisco de	373g	17	XVII	XVII	Puente la Reina (Navarra). Siglo XVII Poeta. Canónigo de la Santa y Apostólica Iglesia de Santiago.	0	0	0	0	Navarra		España	Europa	Francisco	de	Olaegui	M												medium
Olgado Carvajal, Juan	418g	17	XVII	XVII	España. Siglo XVII Poeta. Regidor de la ciudad de Ronda.	0	0	0	0	España		España	Europa	Juan		Olgado Carvajal	M												medium
Olivares, Sebastián de	158g	17	XVII	XVII	España. Siglo XVII Comediógrafo, poeta y escritor.	0	0	0	0	España		España	Europa	Sebastián	de	Olivares	M												medium
Ordóñez Abril, Sebastián	098g	17	XVII	XVII	España. Siglo XVII Poeta. Catedrático de Artes en la Universidad de Alcalá.	0	0	0	0	España		España	Europa	Sebastián		Ordóñez Abril	M												medium
Ordóñez de la Puente, Manuel	473g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Manuel		Ordóñez de la Puente	M												medium
Ortiz Melgarejo, Antonio	006g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Antonio		Ortiz Melgarejo	M										1		medium
Ostabat, Josehf de	290g	17	XVII	XVII	Valencia. Siglo XVII Poeta.	0	0	0	0	Valencia		España	Europa	Josehf	de	Ostabat	M												medium
Ovando y Santaren, Juan de	353g	17	1625	1670	España. 1625 - 1670	1	1	1	0	España		España	Europa	Juan	de	Ovando y Santaren	M	76370009	1624	1706	False	False	1	36	3	Juan Ovando y Santaren 1624 1706		exact	high
Oviedo, Alonso de	350g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Alonso	de	Oviedo	M												medium
Oviedo, Bernardo de	264g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Bernardo	de	Oviedo	M												medium
Pacheco, José	200g	17	XVII	XVII	España. Siglo XVII Poeta. Hijo de Úrsula Zapata, azafata de la Reina nuestra señora.	0	0	0	0	España		España	Europa	José		Pacheco	M	66502749	1954		False	False	354		10	Jose Pacheco 1954 		exact	medium
Pantaleón de Ribera, Anastasio	329g	17	1600	1629	Español. 1600 - 1629	1	1	1	0	Español		España	Europa	Anastasio		Pantaleón de Ribera	M	100206491	1600	1629	True	False	0	0	4	Anastasio Pantaleon Ribera 1600? 1629		exact	high
Panzano, Joseph Lupercio	336g	17	XVII	XVII	Zaragoza. Siglo XVII Poeta.	0	0	0	0	Zaragoza		España	Europa	Joseph Lupercio		Panzano	M												medium
Pellicer Abarca, Diego	312g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Diego		Pellicer Abarca	M												medium
Pellicer de Tovar, Antonio	340g	17	XVII	XVII	Zaragoza. Siglo XVII - Madrid. Siglo XVII Poeta. Capitán de Caballos por Su Majestad.	0	0	0	0	Zaragoza		España	Europa	Antonio		Pellicer de Tovar	M												medium
Pellicer de Tovar, José	163g	17	1602	1679	Zaragoza. 1602 - Madrid. 1679 Cronista de Castilla y León. Escritor variado de gran mérito.	1	1	1	0	Zaragoza	Madrid	España	Europa	José		Pellicer de Tovar	M	17332224	1602	1679	False	False	0	0	3	Jose Pellicer Tovar, 1602 1679		exact	high
Pereira de Castro, Fernán	301g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega. Caballero del Hábito de Santiago, hijo del doctor Gabriel Pereira de Castro.	0	0	0	0	España		España	Europa	Fernán		Pereira de Castro	M												medium
Pianeta, Magdalena	452g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Magdalena		Pianeta	F												medium
Pineda, Juan de	118g	17	XVII	XVII	España. Siglo XVII Poeta y religioso.	0	0	0	0	España		España	Europa	Juan	de	Pineda	M	48428905	1557	1637	False	False	43	37	9	Juan Pineda, 1557 1637		exact	high
Pinel y Monroy, Francisco	232g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Francisco		Pinel y Monroy	M	72286618	fl. 1677	fl. 1677	False	False	77	77	4	Francisco Pinel y Monroy, fl. 1677		exact	high
Polo de Medina, Jacinto	288g	17	1603	1676	Murcia. 1603 - 1676 Poeta y eclesiástico. Publicadas sus Obras en 1670 por Diego Dormer, impresor de la Ciudad y su Real Santo Hospital	1	1	1	0	Murcia		España	Europa	Jacinto		Polo de Medina	M	100239377	1603	1676	False	False	0	0	2	Jacinto Polo Medina, 1603 1676		exact	high
Ponce de León, Francisco	259g	17	XVII	XVII	España. Siglo XVII Señor de Puertolope. Poeta.	0	0	0	0	España		España	Europa	Francisco		Ponce de León	M	59015868	active 18th century	active 18th century	False	False	100	100	5	Francisco Ponce Leon, active 18th century		exact	high
Ponce, Manuel	153g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Manuel		Ponce	M	20547217	1913		False	False	313		9	Manuel Ponce, 1913 		exact	medium
Prado Bravo y Mendoza, Bartolomé	064g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Bartolomé		Prado Bravo y Mendoza	M												medium
Prado y Ribera, Nicolás	421g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Nicolás		Prado y Ribera	M												medium
Prado, Juan Francisco de	056g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Juan Francisco	de	Prado	M												medium
Prado, Mateo de	249g	17	XVII	XVII	España. Siglo XVII Poeta. Secretario de la Embajada de Saboya.	0	0	0	0	España		España	Europa	Mateo	de	Prado	M												medium
Pérez Collado, Mateo	035g	17	XVII	XVII	Málaga. Ronda. Siglo XVII Poeta y licenciado.	0	0	0	0	Málaga		España	Europa	Mateo		Pérez Collado	M												medium
Pérez Rincón, Cristóbal	481g	17	XVII	XVII	España. Siglo XVII Poeta y militar (capitán).	0	0	0	0	España		España	Europa	Cristóbal		Pérez Rincón	M												medium
Pérez de Cárdenas, Mateo	411g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Mateo		Pérez de Cárdenas	M												medium
Pérez de Montalbán, Alonso	428g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Alonso		Pérez de Montalbán	M	27006043	1602	1641	False	False	2	41	6	Alonso Perez Montalban, active 1602 1641		exact	high
Pérez de Montalbán, Juan	427g	17	1602	1638	Madrid. 1602 - 1638 Estudió Teología y se ordenó sacerdote. Autor teatral. Discípulo de Lope de Vega.	1	1	1	0	Madrid		España	Europa	Juan		Pérez de Montalbán	M	4925340	1602	1638	False	False	0	0	1	Juan Perez Montalban, 1602 1638		exact	high
Pérez Ángel, Luis	154g	17	XVII	XVII	España. Siglo XVII	0	0	0	0	España		España	Europa	Luis		Pérez Ángel	M												medium
Quintana, Francisco de	194g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Francisco	de	Quintana	M	316387841	1595	1658	True	False	5	58	5	Francisco Quintana, 1595? 1658		exact	high
Quintanilla, Luis de	417g	17	XVII	XVII	España. Siglo XVII Militar y poeta.	0	0	0	0	España		España	Europa	Luis	de	Quintanilla	M												medium
Quiroga, Juan de	172g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega.	0	0	0	0	España		España	Europa	Juan	de	Quiroga	M	27378605	1591	1660	False	False	9	60	7	Juan Quiroga Faxardo		contained	high
Ramírez Vela, Juan	324g	17	XVII	XVII	Madrid. Siglo XVII Poeta.	0	0	0	0	Madrid		España	Europa	Juan		Ramírez Vela	M												medium
Ramírez de Arellano, Luis	276g	17	XVII	XVII	España. Siglo XVII Secretario del Duque de Lerma.	0	0	0	0	España		España	Europa	Luis		Ramírez de Arellano	M	55637376	1944		False	False	344		2	Luis Ramirez Arellano, 1944 		exact	medium
Reus, Gaspar Agustín	196g	17	XVII	XVII	Aragón. Siglo XVII Poeta.	0	0	0	0	Aragón		España	Europa	Gaspar Agustín		Reus	M												medium
Ribadeneira, Isabel de	065g	17	XVII	XVII	España. Siglo XVII Poeta y amiga de Lope de Vega.	0	0	0	0	España		España	Europa	Isabel	de	Ribadeneira	M												medium
Rivera, Luis de	149g	17	1612	1612	España. 1612 De Sagradas Poesías (1612)	1	1	1	0	España		España	Europa	Luis	de	Rivera	M	252249192	1944		False	False	332		2	Luis Rivera, 1944 		exact	medium
Robles de Carvajal, Rodrigo de	486g	17	XVII	XVII	Siglo XVII	0	0	0	0				Europa	Rodrigo	de	Robles de Carvajal	M												medium
Robles y Guzmán, Pedro de	097g	17	XVII	XVII	España. Siglo XVII Poeta.	0	0	0	0	España		España	Europa	Pedro	de	Robles y Guzmán	M												medium
Rodríguez de Villaviciosa, Sebastián	182g	17	XVII	XVII	España. Siglo XVII Poeta y amigo de Lope de Vega	0	0	0	0	España		España	Europa	Sebastián		Rodríguez de Villaviciosa	M	73876966	1618	1670	False	False	18	70	7	Sebastian Rodriguez Villaviciosa 1618 1670		exact	high
Rodríguez del Rincón, Juan	296g	17	XVII	XVII	España. Siglo XVII Poeta y bachiller	0	0	0	0	España		España	Europa	Juan		Rodríguez del Rincón	M												medium
